品牌/命名	docs/archive/SUPPLIER_AI_DEBUG_GUIDE.md	112	1. 在 SmartOps 介面選擇「Supplier Master」
品牌/命名	docs/archive/SUPPLIER_KPI_IMPLEMENTATION_PLAN.md	1	# SmartOps 供应商管理模块优化 - 实施计划
品牌/命名	docs/archive/summaries/DATA_VALIDATION_IMPLEMENTATION_SUMMARY.md	5	已成功為 SmartOps 系統的 3 種新 upload type 加入完整的資料驗證與清理流程。
品牌/命名	docs/archive/summaries/DATA_VALIDATION_RULES_SUMMARY.md	5	本文件說明 SmartOps 系統中 3 種新增 upload type 的資料驗證與清理規則。
品牌/命名	docs/archive/summaries/DOCS_REFACTOR_REPORT.md	1	# SmartOps 文件重構執行報告
品牌/命名	docs/archive/summaries/DOCS_REFACTOR_REPORT.md	33	SmartOps/
品牌/命名	docs/archive/summaries/DOCS_REFACTOR_REPORT.md	562	🌟 **SmartOps 現在擁有**:
品牌/命名	docs/archive/summaries/DOCS_REFACTOR_REPORT.md	571	| 專案 | 文件結構 | SmartOps |
品牌/命名	docs/archive/summaries/ONE_SHOT_FINAL_FIX_GUIDE.md	85	-- c:\Users\a8594\smartops-app\database\fix_suppliers_status.sql
品牌/命名	docs/archive/summaries/ONE_SHOT_FINAL_FIX_GUIDE.md	94	cd c:\Users\a8594\smartops-app
品牌/命名	docs/archive/summaries/PHASE0_1_COMPLETE_SUMMARY.md	162	smartops-app/
品牌/命名	docs/archive/summaries/PHASE0_3_QA_CHECKLIST.md	5	- **專案**：SmartOps App (Vite + React + Supabase)
品牌/命名	docs/archive/summaries/SUPABASE_SERVICES_FINAL_SUMMARY.md	5	已成功為 SmartOps 系統新增 3 個 Supabase service layer，提供完整的 CRUD 操作和查詢功能。
品牌/命名	docs/archive/summaries/SUPABASE_SERVICES_FINAL_SUMMARY.md	748	**🎉 SmartOps 系統擴充全面完成！**
品牌/命名	docs/archive/summaries/SUPABASE_SERVICES_IMPLEMENTATION.md	5	為 SmartOps 系統的 3 種新資料類型新增 Supabase service layer，提供完整的 CRUD 操作和查詢功能。
品牌/命名	docs/archive/summaries/UI_IMPLEMENTATION_SUMMARY.md	295	**🎉 SmartOps 資料上傳系統全面完成！**
品牌/命名	docs/archive/summaries/UI_IMPLEMENTATION_SUMMARY.md	461	**作者：** SmartOps Development Team
品牌/命名	docs/archive/summaries/UPLOAD_SCHEMAS_EXTENSION_SUMMARY.md	5	本次更新為 SmartOps 系統新增了 3 種資料上傳類型，支援採購訂單、庫存快照和成品財務資料的上傳功能。
品牌/命名	docs/archive/summaries/UPLOAD_SCHEMAS_EXTENSION_SUMMARY.md	392	**作者：** SmartOps 開發團隊
品牌/命名	docs/guides/ARCHITECTURE_DESIGN.md	1	# SmartOps 系统架构设计
品牌/命名	docs/guides/ARCHITECTURE_DESIGN.md	61	smartops-app/
品牌/命名	docs/guides/NEW_TEMPLATES_GUIDE.md	158	透過 SmartOps 系統的資料上傳功能匯入檔案
品牌/命名	docs/guides/README.md	1	# SmartOps 使用指南
品牌/命名	docs/guides/README.md	207	**維護者**: SmartOps Team  
品牌/命名	docs/guides/STEP1_SCHEMA_DEPLOYMENT_GUIDE.md	5	本文件說明如何部署 `step1_supply_inventory_financials_schema.sql`，為 SmartOps 系統新增 3 張表：
品牌/命名	docs/guides/STEP1_SCHEMA_DEPLOYMENT_GUIDE.md	113	   - 前往您的 SmartOps 專案
品牌/命名	docs/guides/UPLOAD_WORKFLOW_GUIDE.md	375	- **作者**：SmartOps Development Team
品牌/命名	package-lock.json	2	  "name": "smartops-app",
品牌/命名	package-lock.json	8	      "name": "smartops-app",
品牌/命名	package.json	2	  "name": "smartops-app",
品牌/命名	scripts/backtest_quick.py	60	print("📊 SmartOps 回測驗證 — AI 誠實度測試")
品牌/命名	scripts/backtest_validator.py	2	📊 SmartOps 回測驗證器 (Backtesting Validator)
品牌/命名	scripts/backtest_validator.py	276	    print("  📊 SmartOps 回測驗證器 — AI 誠實度測試")
品牌/命名	scripts/benchmark_synthetic_data.py	116	    print(f"  📊 SmartOps 合成數據基準線測試")
品牌/命名	scripts/chaos_forecast_integration.py	153	    print(f"  🌪️ SmartOps 混沌引擎 × 預測整合測試")
品牌/命名	scripts/e2e_verify.py	9	print("  SmartOps E2E Verification")
品牌/命名	scripts/quantitative_analysis.py	267	    print(f"  📊 SmartOps 量化分析與真實性判讀")
品牌/命名	scripts/stress_test_dual_model.py	296	    print("  🏭 SmartOps 雙模型壓力測試 — 供應鏈災難模擬器")
品牌/命名	scripts/train_lgbm.py	202	    print("  🏭 SmartOps LightGBM 模型訓練器")
品牌/命名	scripts/update_app.py	45	        if 'export default function SmartOpsApp' in line:
品牌/命名	sql/demo_seed_data.sql	2	-- SmartOps Demo Seed Data
品牌/命名	sql/migrations/QUICK_SETUP.sql	2	-- SmartOps 匯入歷史功能 - 快速設定
品牌/命名	sql/migrations/bom_forecast_schema.sql	2	-- SmartOps BOM Forecast 模块 - 数据库架构
品牌/命名	sql/migrations/cost_analysis_schema.sql	2	-- SmartOps 成本分析模块 - 数据库架构
品牌/命名	sql/migrations/cost_analysis_schema_skip_policies.sql	2	-- SmartOps 成本分析模块 - 数据库架构 (跳过已存在的策略)
品牌/命名	sql/migrations/import_batches_schema.sql	2	-- SmartOps 匯入歷史與撤銷功能 - 資料庫架構
品牌/命名	sql/migrations/ingest_rpc.sql	2	-- SmartOps Ingest RPC Functions
品牌/命名	sql/migrations/reset_all_data.sql	2	-- SmartOps - 重置所有業務資料（含新模板 / Risk / BOM）
品牌/命名	sql/migrations/step1_supply_inventory_financials_schema.sql	2	-- SmartOps Supply, Inventory & Financials 模块 - 数据库架构
品牌/命名	sql/migrations/supabase-setup.sql	1	-- SmartOps Supabase Database Setup
品牌/命名	sql/migrations/supabase-setup.sql	77	-- 執行成功後，你的 SmartOps 應用程式將能夠:
品牌/命名	sql/migrations/supplier_kpi_schema.sql	2	-- SmartOps 供应商 KPI 模块 - 数据库架构（含 suppliers）
品牌/命名	src/App.jsx	88	export default function SmartOpsApp() {
品牌/命名	src/App.jsx.backup	148	export default function SmartOpsApp() {
品牌/命名	src/App.jsx.backup	267	          <h1 className="text-3xl font-bold text-center mb-2">SmartOps</h1>
品牌/命名	src/App.jsx.backup	291	            <span className="text-xl font-bold">SmartOps</span>
品牌/命名	src/App.jsx.backup	1409	      messages: [{ role: 'ai', content: 'Hello! I am your SmartOps Decision Assistant. How can I help you today?' }],
品牌/命名	src/components/ui/README.md	3	這是 SmartOps 專案的 UI 元件庫，使用 Tailwind CSS v4 構建，無外部依賴。
品牌/命名	src/ml/api/main.py	1385	    use_forecaster: bool = False               # True = 用 SmartOps 預測, False = naive baseline
品牌/命名	src/ml/simulation/__init__.py	2	SmartOps Supply Chain Digital Twin — Self-Generating Sandbox
品牌/命名	src/ml/simulation/__init__.py	6	  2. SmartOps Core (The Brain) — predicts, plans, reacts
品牌/命名	src/ml/simulation/inventory_sim.py	6	  Day T+1: SmartOps forecasts → calculates risk → decides PO (purchase order)
品牌/命名	src/ml/simulation/orchestrator.py	5	  ChaosEngine (Environment) ↔ SmartOps (Brain) ↔ InventorySimulator (Body)
品牌/命名	src/ml/simulation/orchestrator.py	11	  4. SmartOps forecaster predicts future demand
品牌/命名	src/ml/simulation/orchestrator.py	194	                "method": "smartops_forecaster" if self.use_forecaster else "naive_mean",
品牌/命名	src/ml/simulation/orchestrator.py	292	        """呼叫 SmartOps 預測引擎"""
品牌/命名	src/utils/router.js	2	 * Lightweight view ↔ URL path mapping for SmartOps SPA.
品牌/命名	src/views/DecisionSupportView/index.jsx	66	const STORAGE_KEY = 'smartops_conversations';
品牌/命名	src/views/DecisionSupportView/index.jsx	67	const TABLE_UNAVAILABLE_KEY = 'smartops_conversations_table_unavailable';
品牌/命名	src/views/DecisionSupportView/index.jsx	748	      return localStorage.getItem(`smartops_sidebar_collapsed_${userStorageSuffix}`) === '1';
品牌/命名	src/views/DecisionSupportView/index.jsx	755	      return clampSplitRatio(localStorage.getItem(`smartops_canvas_split_ratio_${userStorageSuffix}`) ?? 0.5);
品牌/命名	src/views/DecisionSupportView/index.jsx	765	    () => `smartops_sidebar_collapsed_${user?.id || 'anon'}`,
品牌/命名	src/views/DecisionSupportView/index.jsx	769	    () => `smartops_canvas_split_ratio_${user?.id || 'anon'}`,
品牌/命名	start_services.ps1	2	$venvPath = "C:\Users\a8594\smartops-app\.venv\Scripts"
外部依賴/第三方設定（Supabase project_id）	supabase/config.toml	5	project_id = "smartops-app"
品牌/命名	supabase/functions/sync-materials-from-sap/README.md	3	Read-only sync from SAP OData V2 to SmartOps materials table.
